Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1376594771;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	184548.0;	0.06666666666666667;	7.066666666666666;	0.0;	0.06666666666666667
1376595071;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	146800.0;	0.0;	6.6;	0.0;	0.06666666666666667
1376595371;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	163576.0;	0.06666666666666667;	7.133333333333334;	0.0;	0.06666666666666667
1376595671;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	138411.2;	0.0;	7.6;	0.0;	0.06666666666666667
1376595971;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	181750.93333333332;	0.06666666666666667;	7.0;	0.0;	0.06666666666666667
1376596271;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	184548.0;	0.06666666666666667;	7.0;	0.0;	0.06666666666666667
1376596571;	1;	2599.999304;	24.266660170666665;	0.9333333333333332;	2097152.0;	279618.13333333336;	0.06666666666666667;	19.133333333333333;	0.0;	0.6
1376596871;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	201323.2;	0.06666666666666667;	7.133333333333334;	0.0;	0.4
1376597171;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	171965.6;	0.06666666666666667;	7.133333333333334;	0.0;	0.06666666666666667
1376597471;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	159382.4;	0.0;	7.066666666666666;	0.0;	0.06666666666666667
1376597771;	1;	2599.999304;	15.599995824;	0.6;	2097152.0;	205519.2;	0.06666666666666667;	7.0;	0.0;	0.06666666666666667
1376598071;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	167769.6;	0.0;	6.6;	0.0;	0.13333333333333333
1376598371;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	167770.4;	0.06666666666666667;	7.066666666666666;	0.0;	0.06666666666666667
1376598671;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	167770.4;	0.06666666666666667;	6.866666666666666;	0.0;	0.06666666666666667
1376598971;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	188741.6;	0.0;	7.2;	0.0;	0.13333333333333333
1376599271;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	188742.4;	0.06666666666666667;	7.533333333333333;	0.0;	0.13333333333333333
1376599571;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	159382.4;	0.0;	7.333333333333333;	0.0;	0.13333333333333333
1376599871;	1;	2599.999304;	15.599995824;	0.6;	2097152.0;	171965.33333333334;	0.06666666666666667;	6.866666666666666;	0.0;	0.2
1376600171;	1;	2599.999304;	22.533327301333333;	0.8666666666666667;	2097152.0;	243267.2;	0.06666666666666667;	8.866666666666667;	0.0;	0.6
1376600471;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	167771.2;	0.06666666666666667;	7.066666666666666;	0.0;	0.4
1376600771;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	142605.6;	0.06666666666666667;	7.4;	0.0;	0.13333333333333333
1376601072;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	180352.8;	0.0;	6.8;	0.0;	0.13333333333333333
1376601372;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	192936.8;	0.06666666666666667;	7.0;	0.0;	0.13333333333333333
1376601672;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	184548.0;	0.0;	7.066666666666666;	0.0;	0.13333333333333333
1376601972;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	180352.0;	0.06666666666666667;	7.066666666666666;	0.0;	0.13333333333333333
1376602272;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	184547.2;	0.06666666666666667;	6.933333333333334;	0.0;	0.13333333333333333
1376602572;	1;	2599.999304;	15.599995824;	0.6;	2097152.0;	178955.46666666667;	0.0;	7.066666666666666;	0.0;	0.13333333333333333
1376602872;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	218101.6;	0.06666666666666667;	7.533333333333333;	0.0;	0.13333333333333333
1376603172;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	201324.8;	0.0;	7.066666666666666;	0.0;	0.13333333333333333
1376603472;	1;	2599.999304;	15.599995824;	0.6;	2097152.0;	180352.0;	0.06666666666666667;	6.8;	0.0;	0.13333333333333333
1376603772;	1;	2599.999304;	25.99999304;	1.0;	2097152.0;	215306.66666666666;	0.13333333333333333;	9.133333333333333;	0.0;	0.6666666666666666
1376604072;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	197128.8;	0.13333333333333333;	6.866666666666666;	0.0;	0.4
1376604372;	1;	2599.999304;	20.799994432;	0.8;	2097152.0;	213907.2;	27.8;	7.733333333333333;	0.0;	0.13333333333333333
1376604672;	1;	2599.999304;	15.599995824;	0.6;	2097152.0;	155188.8;	0.9333333333333333;	6.866666666666666;	0.0;	0.06666666666666667
1376604972;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	146800.0;	1.0666666666666667;	7.333333333333333;	0.0;	0.06666666666666667
1376605272;	1;	2599.999304;	15.599995824;	0.6;	2097152.0;	213907.2;	1.4666666666666666;	7.0;	0.0;	0.06666666666666667
1376605572;	1;	2599.999304;	15.599995824;	0.6;	2097152.0;	171964.8;	0.9333333333333333;	7.666666666666667;	0.0;	0.06666666666666667
1376605872;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	163576.8;	3.4;	7.333333333333333;	0.0;	0.06666666666666667
1376606172;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	176159.2;	0.7333333333333333;	6.866666666666666;	0.0;	0.06666666666666667
1376606472;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	192936.0;	1.0;	7.0;	0.0;	0.13333333333333333
1376606772;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	205519.2;	0.8;	8.266666666666667;	0.0;	0.06666666666666667
1376607072;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	146800.0;	0.06666666666666667;	6.8;	0.0;	0.06666666666666667
1376607372;	1;	2599.999304;	24.266660170666665;	0.9333333333333332;	2097152.0;	240471.2;	0.26666666666666666;	5.266666666666667;	0.0;	0.6
1376607672;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	188740.8;	0.06666666666666667;	6.866666666666666;	0.0;	0.3333333333333333
1376607972;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	184548.0;	0.4;	7.466666666666667;	0.0;	0.06666666666666667
1376608272;	1;	2599.999304;	13.866662954666667;	0.5333333333333333;	2097152.0;	138411.2;	0.0;	7.0;	0.0;	0.06666666666666667
1376608572;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	176158.4;	0.13333333333333333;	6.8;	0.0;	0.06666666666666667
1376608872;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	180353.6;	0.0;	6.866666666666666;	0.0;	0.06666666666666667
1376609172;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	150993.6;	0.13333333333333333;	6.533333333333333;	0.0;	0.0
1376609472;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	156585.33333333334;	0.06666666666666667;	7.0;	0.0;	0.06666666666666667
1376609772;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	201324.8;	0.06666666666666667;	6.933333333333334;	0.0;	0.06666666666666667
1376610072;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	130022.4;	0.06666666666666667;	7.933333333333334;	0.0;	0.13333333333333333
1376610372;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	146799.2;	0.0;	6.933333333333334;	0.0;	0.06666666666666667
1376610672;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	180352.0;	0.06666666666666667;	7.066666666666666;	0.0;	0.06666666666666667
1376610972;	1;	2599.999304;	24.266660170666665;	0.9333333333333332;	2097152.0;	208315.2;	0.13333333333333333;	8.533333333333333;	0.0;	0.6666666666666666
1376611272;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	204120.53333333333;	0.0;	7.066666666666666;	0.0;	0.3333333333333333
1376611572;	1;	2599.999304;	15.599995824;	0.6;	2097152.0;	185945.86666666667;	0.06666666666666667;	7.0;	0.0;	0.06666666666666667
1376611872;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	190140.0;	0.06666666666666667;	7.133333333333334;	0.0;	0.06666666666666667
1376612172;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	177558.13333333333;	0.0;	6.733333333333333;	0.0;	0.06666666666666667
1376612472;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	183149.86666666667;	0.06666666666666667;	7.133333333333334;	0.0;	0.06666666666666667
1376612772;	1;	2599.999304;	72.79998051199999;	2.8;	2097152.0;	458576.5333333333;	138.93333333333334;	27.4;	0.0;	0.4666666666666667
1376613072;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	676679.2;	1.0666666666666667;	7.533333333333333;	0.0;	0.13333333333333333
1376613372;	1;	2599.999304;	20.799994432;	0.8;	2097152.0;	373291.2;	34.53333333333333;	11.733333333333333;	0.0;	0.13333333333333333
1376613672;	1;	2599.999304;	20.799994432;	0.8;	2097152.0;	268433.6;	0.5333333333333333;	7.6;	0.0;	0.2
1376613972;	1;	2599.999304;	15.599995824;	0.6;	2097152.0;	155188.0;	0.06666666666666667;	7.133333333333334;	0.0;	0.13333333333333333
1376614272;	1;	2599.999304;	15.599995824;	0.6;	2097152.0;	201324.0;	0.06666666666666667;	7.133333333333334;	0.0;	0.13333333333333333
1376614572;	1;	2599.999304;	25.99999304;	1.0;	2097152.0;	237676.0;	2.1333333333333333;	8.6;	0.0;	0.6
1376614872;	1;	2599.999304;	15.599995824;	0.6;	2097152.0;	157983.46666666667;	0.06666666666666667;	7.266666666666667;	0.0;	0.4
1376615172;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	176159.2;	0.0;	7.0;	0.0;	0.13333333333333333
1376615472;	1;	2599.999304;	15.599995824;	0.6;	2097152.0;	128624.26666666666;	0.06666666666666667;	7.0;	0.0;	0.13333333333333333
1376615772;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	120235.46666666666;	0.06666666666666667;	7.0;	0.0;	0.13333333333333333
1376616072;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	139809.33333333334;	0.0;	6.866666666666666;	0.0;	0.13333333333333333
1376616372;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	212509.33333333334;	0.06666666666666667;	7.0;	0.0;	0.13333333333333333
1376616672;	1;	2599.999304;	15.599995824;	0.6;	2097152.0;	173363.46666666667;	0.0;	7.066666666666666;	0.0;	0.13333333333333333
1376616973;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	211111.2;	0.06666666666666667;	7.133333333333334;	0.0;	0.13333333333333333
1376617273;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	169168.53333333333;	0.06666666666666667;	7.333333333333333;	0.0;	0.13333333333333333
1376617573;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	194334.13333333333;	0.0;	7.266666666666667;	0.0;	0.13333333333333333
1376617873;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	212509.06666666668;	0.06666666666666667;	7.066666666666666;	0.0;	0.06666666666666667
1376618173;	1;	2599.999304;	27.733325909333335;	1.0666666666666667;	2097152.0;	234879.2;	0.06666666666666667;	8.8;	0.0;	0.7333333333333333
1376618473;	1;	2599.999304;	20.799994432;	0.8;	2097152.0;	202721.86666666667;	0.06666666666666667;	7.2;	0.0;	0.3333333333333333
1376618773;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	173362.4;	0.06666666666666667;	6.866666666666666;	0.0;	0.06666666666666667
1376619073;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	211111.2;	0.06666666666666667;	6.8;	0.0;	0.06666666666666667
1376619373;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	187344.53333333333;	0.0;	7.0;	0.0;	0.06666666666666667
1376619673;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	197129.86666666667;	0.06666666666666667;	6.933333333333334;	0.0;	0.06666666666666667
1376619973;	1;	2599.999304;	13.866662954666667;	0.5333333333333333;	2097152.0;	171965.33333333334;	0.0;	6.866666666666666;	0.0;	0.06666666666666667
1376620273;	1;	2599.999304;	13.866662954666667;	0.5333333333333333;	2097152.0;	127225.6;	0.06666666666666667;	6.8;	0.0;	0.06666666666666667
1376620573;	1;	2599.999304;	15.599995824;	0.6;	2097152.0;	185945.33333333334;	0.06666666666666667;	7.4;	0.0;	0.06666666666666667
1376620873;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	184546.4;	0.06666666666666667;	7.666666666666667;	0.0;	0.13333333333333333
1376621173;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	166372.26666666666;	0.06666666666666667;	7.133333333333334;	0.0;	0.06666666666666667
1376621473;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	160779.46666666667;	0.0;	7.2;	0.0;	0.13333333333333333
1376621773;	1;	2599.999304;	24.266660170666665;	0.9333333333333332;	2097152.0;	216703.73333333334;	0.13333333333333333;	8.666666666666666;	0.0;	0.6
1376622073;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	208314.4;	0.06666666666666667;	7.0;	0.0;	0.4
1376622373;	1;	2599.999304;	20.799994432;	0.8;	2097152.0;	153790.66666666666;	0.06666666666666667;	7.133333333333334;	0.0;	0.06666666666666667
1376622673;	1;	2599.999304;	15.599995824;	0.6;	2097152.0;	160780.53333333333;	0.06666666666666667;	6.866666666666666;	0.0;	0.13333333333333333
1376622973;	1;	2599.999304;	13.866662954666667;	0.5333333333333333;	2097152.0;	202722.13333333333;	0.0;	6.866666666666666;	0.0;	0.06666666666666667
1376623273;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	173362.93333333332;	0.06666666666666667;	6.733333333333333;	0.0;	0.13333333333333333
1376623573;	1;	2599.999304;	15.599995824;	0.6;	2097152.0;	138410.93333333332;	0.06666666666666667;	7.266666666666667;	0.0;	0.13333333333333333
1376623873;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	142604.8;	0.0;	6.8;	0.0;	0.13333333333333333
1376624173;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	190140.0;	0.06666666666666667;	7.0;	0.0;	0.06666666666666667
1376624473;	1;	2599.999304;	20.799994432;	0.8;	2097152.0;	166372.0;	0.06666666666666667;	7.8;	0.0;	0.13333333333333333
1376624773;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	170566.66666666666;	0.0;	7.0;	0.0;	0.13333333333333333
1376625073;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	167770.66666666666;	0.06666666666666667;	6.866666666666666;	0.0;	0.13333333333333333
1376625373;	1;	2599.999304;	24.266660170666665;	0.9333333333333332;	2097152.0;	241869.6;	0.06666666666666667;	8.733333333333333;	0.0;	0.7333333333333333
1376625673;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	166372.8;	1.7333333333333334;	7.333333333333333;	0.0;	0.4
1376625973;	1;	2599.999304;	15.599995824;	0.6;	2097152.0;	199926.13333333333;	0.06666666666666667;	7.266666666666667;	0.0;	0.13333333333333333
1376626273;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	185945.33333333334;	0.06666666666666667;	6.866666666666666;	0.0;	0.13333333333333333
1376626573;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	173362.66666666666;	0.0;	7.066666666666666;	0.0;	0.13333333333333333
1376626873;	1;	2599.999304;	20.799994432;	0.8;	2097152.0;	185945.33333333334;	0.06666666666666667;	7.0;	0.0;	0.13333333333333333
1376627173;	1;	2599.999304;	20.799994432;	0.8;	2097152.0;	194334.4;	0.8666666666666667;	7.866666666666666;	0.0;	0.13333333333333333
1376627473;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	222296.53333333333;	0.0;	6.8;	0.0;	0.13333333333333333
1376627773;	1;	2599.999304;	15.599995824;	0.6;	2097152.0;	163576.0;	0.06666666666666667;	7.2;	0.0;	0.13333333333333333
1376628073;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	209712.8;	0.0;	7.733333333333333;	0.0;	0.13333333333333333
1376628373;	1;	2599.999304;	13.866662954666667;	0.5333333333333333;	2097152.0;	157984.8;	0.06666666666666667;	7.066666666666666;	0.0;	0.13333333333333333
1376628673;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	156585.33333333334;	0.06666666666666667;	7.0;	0.0;	0.06666666666666667
1376628973;	1;	2599.999304;	24.266660170666665;	0.9333333333333332;	2097152.0;	188741.86666666667;	0.06666666666666667;	8.666666666666666;	0.0;	0.5333333333333333
1376629273;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	187344.0;	0.06666666666666667;	7.066666666666666;	0.0;	0.3333333333333333
1376629573;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	190140.53333333333;	0.06666666666666667;	7.266666666666667;	0.0;	0.06666666666666667
1376629873;	1;	2599.999304;	20.799994432;	0.8;	2097152.0;	138410.4;	12.533333333333333;	15.133333333333333;	0.0;	0.06666666666666667
1376630173;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	149595.46666666667;	0.06666666666666667;	7.333333333333333;	0.0;	0.13333333333333333
1376630474;	1;	2599.999304;	15.599995824;	0.6;	2097152.0;	191537.33333333334;	0.0;	6.933333333333334;	0.0;	0.06666666666666667
1376630774;	1;	2599.999304;	15.599995824;	0.6;	2097152.0;	176159.46666666667;	0.06666666666666667;	6.933333333333334;	0.0;	0.06666666666666667
1376631074;	1;	2599.999304;	13.866662954666667;	0.5333333333333333;	2097152.0;	278220.8;	0.06666666666666667;	7.2;	0.0;	0.06666666666666667
1376631374;	1;	2599.999304;	15.599995824;	0.6;	2097152.0;	216702.66666666666;	0.0;	6.933333333333334;	0.0;	0.06666666666666667
1376631674;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	178955.46666666667;	0.06666666666666667;	7.933333333333334;	0.0;	0.06666666666666667
1376631974;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	180352.8;	0.0;	7.066666666666666;	0.0;	0.06666666666666667
1376632274;	1;	2599.999304;	15.599995824;	0.6;	2097152.0;	184548.0;	0.06666666666666667;	6.866666666666666;	0.0;	0.06666666666666667
1376632574;	1;	2599.999304;	24.266660170666665;	0.9333333333333332;	2097152.0;	223694.13333333333;	0.06666666666666667;	8.666666666666666;	0.0;	0.6
1376632874;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	181751.46666666667;	0.06666666666666667;	7.133333333333334;	0.0;	0.3333333333333333
1376633174;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	159381.6;	0.06666666666666667;	7.133333333333334;	0.0;	0.06666666666666667
1376633474;	1;	2599.999304;	13.866662954666667;	0.5333333333333333;	2097152.0;	164974.4;	0.0;	7.066666666666666;	0.0;	0.06666666666666667
1376633774;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	192935.73333333334;	0.06666666666666667;	6.933333333333334;	0.0;	0.06666666666666667
1376634074;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	223694.13333333333;	0.06666666666666667;	7.133333333333334;	0.0;	0.06666666666666667
1376634374;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	167770.93333333332;	0.0;	6.8;	0.0;	0.06666666666666667
1376634674;	1;	2599.999304;	13.866662954666667;	0.5333333333333333;	2097152.0;	150993.6;	0.06666666666666667;	6.933333333333334;	0.0;	0.06666666666666667
1376634974;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	153789.86666666667;	0.06666666666666667;	6.8;	0.0;	0.06666666666666667
1376635274;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	212509.06666666668;	0.0;	7.466666666666667;	0.0;	0.06666666666666667
1376635574;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	155188.53333333333;	0.06666666666666667;	6.666666666666667;	0.0;	0.06666666666666667
1376635874;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	169169.33333333334;	0.0;	6.866666666666666;	0.0;	0.13333333333333333
1376636174;	1;	2599.999304;	25.99999304;	1.0;	2097152.0;	171965.86666666667;	0.2;	8.8;	0.0;	0.6666666666666666
1376636474;	1;	2599.999304;	15.599995824;	0.6;	2097152.0;	197130.13333333333;	0.06666666666666667;	7.866666666666666;	0.0;	0.4
1376636774;	1;	2599.999304;	20.799994432;	0.8;	2097152.0;	164974.13333333333;	0.06666666666666667;	7.2;	0.0;	0.13333333333333333
1376637074;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	176158.4;	0.0;	17.533333333333335;	0.0;	0.13333333333333333
1376637374;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	160780.53333333333;	0.06666666666666667;	6.733333333333333;	0.0;	0.13333333333333333
1376637674;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	173362.93333333332;	0.0;	6.8;	0.0;	0.13333333333333333
1376637974;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	170567.46666666667;	0.06666666666666667;	6.666666666666667;	0.0;	0.2
1376638274;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	178954.93333333332;	0.06666666666666667;	7.066666666666666;	0.0;	0.13333333333333333
1376638574;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	169169.06666666668;	0.0;	6.6;	0.0;	0.13333333333333333
1376638874;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	194333.6;	0.13333333333333333;	7.866666666666666;	0.0;	0.13333333333333333
1376639174;	1;	2599.999304;	15.599995824;	0.6;	2097152.0;	167770.93333333332;	0.0;	6.866666666666666;	0.0;	0.13333333333333333
1376639474;	1;	2599.999304;	15.599995824;	0.6;	2097152.0;	164974.93333333332;	0.06666666666666667;	6.8;	0.0;	0.13333333333333333
1376639774;	1;	2599.999304;	24.266660170666665;	0.9333333333333332;	2097152.0;	185944.8;	0.06666666666666667;	8.466666666666667;	0.0;	0.6666666666666666
1376640074;	1;	2599.999304;	15.599995824;	0.6;	2097152.0;	197128.8;	0.06666666666666667;	6.933333333333334;	0.0;	0.4
1376640374;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	166372.26666666666;	0.06666666666666667;	7.6;	0.0;	0.13333333333333333
1376640674;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	155188.53333333333;	0.0;	7.133333333333334;	0.0;	0.13333333333333333
1376640974;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	156585.6;	0.06666666666666667;	6.733333333333333;	0.0;	0.13333333333333333
1376641275;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	167770.93333333332;	0.06666666666666667;	6.866666666666666;	0.0;	0.13333333333333333
1376641575;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	177556.8;	0.0;	6.8;	0.0;	0.13333333333333333
1376641875;	1;	2599.999304;	12.133330085333332;	0.4666666666666666;	2097152.0;	149595.2;	0.06666666666666667;	6.866666666666666;	0.0;	0.13333333333333333
1376642175;	1;	2599.999304;	15.599995824;	0.6;	2097152.0;	177556.8;	0.0;	6.733333333333333;	0.0;	0.06666666666666667
1376642475;	1;	2599.999304;	12.133330085333332;	0.4666666666666666;	2097152.0;	160779.46666666667;	0.13333333333333333;	7.466666666666667;	0.0;	0.06666666666666667
1376642775;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	184548.0;	0.06666666666666667;	6.8;	0.0;	0.06666666666666667
1376643075;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	171964.53333333333;	0.0;	7.0;	0.0;	0.06666666666666667
1376643375;	1;	2599.999304;	25.99999304;	1.0;	2097152.0;	230684.26666666666;	0.13333333333333333;	8.6;	0.0;	0.6
1376643675;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	241869.06666666668;	0.06666666666666667;	7.2;	0.0;	0.3333333333333333
1376643975;	1;	2599.999304;	20.799994432;	0.8;	2097152.0;	234878.4;	0.06666666666666667;	6.866666666666666;	0.0;	0.06666666666666667
1376644275;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	208313.86666666667;	0.06666666666666667;	7.066666666666666;	0.0;	0.06666666666666667
1376644575;	1;	2599.999304;	15.599995824;	0.6;	2097152.0;	195732.26666666666;	0.0;	7.066666666666666;	0.0;	0.06666666666666667
1376644875;	1;	2599.999304;	13.866662954666667;	0.5333333333333333;	2097152.0;	176159.46666666667;	0.06666666666666667;	7.2;	0.0;	0.06666666666666667
1376645175;	1;	2599.999304;	13.866662954666667;	0.5333333333333333;	2097152.0;	180352.26666666666;	0.0;	6.866666666666666;	0.0;	0.06666666666666667
1376645475;	1;	2599.999304;	15.599995824;	0.6;	2097152.0;	176159.2;	0.06666666666666667;	7.0;	0.0;	0.06666666666666667
1376647575;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.06666666666666667;	0.0;	0.0;	0.0
1376647875;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.06666666666666667;	0.0;	0.0;	0.0

